"Mediaplan","Mediaplan Placement","Campaign Name","Target value","Current value"
"2020_ktbo_kube_Adverity_Mediaplan_Noviembre_Mexico","Facebook and Instagram-MX","MCMMIA_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_XMASPROMOMUSIC_FACEBOOK_FACEBOOKANDINSTAGRAM_VIDEOVIEWS_CPCV_EVENINGME","1,169,858.24","6,930,874.00"
"2020_ktbo_kube_Adverity_Mediaplan_Noviembre_Mexico","Xaxis Spotify-MX","MCMMX_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_XMASPROMOMUSIC_SIZMEK_EVENINGME_CPM-XAXISSPOTIFY","2,382,870","2,415,634"
"2020_ktbo_kube_Adverity_Mediaplan_Noviembre_Mexico","Cornershop-MX","MCMMX_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_XMASPROMOMUSIC_CORNERSHOP_EVENINGME_FIXED-CORNERSHOP","80,000","341,290"
"2020_ktbo_kube_Adverity_Mediaplan_Noviembre_Mexico","Rappi-MX","MCMMX_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_XMASPROMOMUSIC_RAPPI_EVENINGME_FIXED-RAPPI","0","616,475"
"2020_ktbo_kube_Adverity_Mediaplan_Noviembre_Mexico","Facebook-MX","MCMMIA_2020_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_CYMMIT_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST","3,038,166","2,205,928"
"2020_ktbo_kube_Adverity_Mediaplan_Noviembre_Mexico","Facebook-MX","MCMMIA_2020_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_COVID_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST","3,038,166","2,345,669"
"2020_ktbo_kube_Adverity_Mediaplan_Noviembre_Mexico","Xaxis - Standard Banners-MX","MCMMX_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_COOKIESKIDS_XAXIS-STANDARDBANNERS_MID-MORNINGSNACK_CPM-XAXIS-STANDARDBANNERS","11,031,936",""
"2020_ktbo_kube_Adverity_Mediaplan_Noviembre_Mexico","Walmart Media-MX","MCMMX_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_COOKIESKIDS_WALMARTMEDIA_MID-MORNINGSNACK_FIXED-WALMARTMEDIA","1,700,000","3,400,000"
"2020_ktbo_kube_Adverity_Mediaplan_Noviembre_Mexico","Walmart Media-MX","MCMMX_2020_MEX_KELLOGGS_KASHI_SEASONAL_KASHI_WALMARTMEDIA_BREAKFASTFORONE_FIXED-WALMARTMEDIA","1,000,000","4,657,114"
"2020_ktbo_kube_Adverity_Mediaplan_Noviembre_Mexico","Xaxis - Video-MX","MCMMX_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_CORONAVIRUS_XAXIS-VIDEO_BREAKFASTFORONE_CPCV-XAXIS-VIDEO","1,964,500.00",""
"2020_ktbo_kube_Adverity_Mediaplan_Noviembre_Mexico","Facebook and Instagram-MX","MCMMIA_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_CORONAVIRUS_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_BREAKFASTFORONE","19,471","107,185"
"2020_ktbo_kube_Adverity_Mediaplan_Noviembre_Mexico","Youtube-MX","MCMMIA_2020_MEX_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_XAXIS_YOUTUBE_HAGAMOSFAMILIA_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST_TRUEVIEW_NOV","447,826.09",""
"2020_ktbo_kube_Adverity_Mediaplan_Noviembre_Mexico","Facebook and Instagram-MX","MCMMIA_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_DONATIVOS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE","5,763,704","4,801,770"
"2020_ktbo_kube_Adverity_Mediaplan_Noviembre_Mexico","Xaxis-MX","MCMMIA_2020_MEX_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_HAGAMOSFAMILIA_SIZMEK_FAMILYBREAKFAST_CPM-XAXIS","662,252",""
"2020_ktbo_kube_Adverity_Mediaplan_Noviembre_Mexico","Facebook-MX","MCMMIA_2020_MEX_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_HAGAMOSFAMILIA_FACEBOOK_FACEBOOK_VIDEOVIEWS_CPCV_FAMILYBREAKFAST","33,333.33","359,621.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Colombia","Canal RCN -Display-CO","MCMCO_2020_COL_KELLOGGS_MASTERBRAND_SEASONAL_INCANSABLES_SIZMEK_BREAKFASTFORONE_CPM-CANALRCN","960",""
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Colombia","Xaxis - Display-CO","MCMMIA_2020_COL_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_XAXIS-DISPLAY_EVENINGME","538,714",""
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Colombia","Youtube-CO","MCMMIA_2020_COL_KELLOGGS_CHOCOKRISPIS_SEASONAL_XAXIS_YOUTUBE_EXPERIENCIACHOCOKRISPIS_AFFINITYAUDIENCES_CPM_FAMILYBREAKFAST","1,929,889","1,149,057"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Colombia","Youtube-CO","MCMMIA_2020_COL_KELLOGGS_CHOCOKRISPIS_SEASONAL_XAXIS_YOUTUBE_EXPERIENCIACHOCOKRISPIS_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST","727,058.27","1,046,006.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Colombia","Smartclip - Display - Video-CO","MCMCO_2020_COL_KELLOGGS_CHOCOKRISPIS_SEASONAL_EXPERIENCIACHOCOKRISPIS_SIZMEK_FAMILYBREAKFAST_CPM-SMARTCLIP-DISPLAY-VIDEO","154,912",""
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Colombia","Facebook and Instagram-CO","MCMMIA_2020_COL_KELLOGGS_EXTRA_SEASONAL_EXTRA_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_BREAKFASTFORONE","2,837","2,837"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Colombia","Youtube-CO","MCMMIA_2020_COL_KELLOGGS_EXTRA_SEASONAL_XAXIS_YOUTUBE_EXTRA_AFFINITYAUDIENCES_CPM_BREAKFASTFORONE","2,141,793","1,600,633"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Colombia","Dunnhumby - Display-CO","MCMCO_2020_COL_KELLOGGS_EXTRA_SEASONAL_EXTRA_SIZMEK_BREAKFASTFORONE_CPM-DUNNHUMBY-DISPLAY","691,084",""
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Colombia","Tap Tap - Video-CO","MCMCO_2020_COL_KELLOGGS_EXTRA_SEASONAL_EXTRA_SIZMEK_BREAKFASTFORONE_CPV-TAPTAP-VIDEO","141,690.14",""
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Colombia","Xaxis-Interstitial Mobile-CO","MCMCO_2020_COL_KELLOGGS_EXTRA_SEASONAL_EXTRA_SIZMEK_BREAKFASTFORONE_CPM-XAXIS-INTERSTITIALMOBILE","248,799","229,881"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Colombia","Xaxis - Standard Banner-CO","MCMCO_2020_COL_KELLOGGS_EXTRA_SEASONAL_EXTRA_SIZMEK_BREAKFASTFORONE_CPM-XAXIS-STANDARDBANNER","1,193,381","1,211,655"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Colombia","Youtube-CO","MCMMIA_2020_COL_KELLOGGS_MASTERBRAND_SEASONAL_XAXIS_YOUTUBE_INCANSABLES_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE","100,000.00","461,958.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Colombia","Youtube-CO","MCMMIA_2020_COL_KELLOGGS_MASTERBRAND_SEASONAL_XAXIS_YOUTUBE_INCANSABLES_AFFINITYAUDIENCES_CPM_BREAKFASTFORONE","100,266,667","1,055,869"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Colombia","TapTap-Display-Standar Banner-CO","MCMCO_2020_COL_KELLOGGS_MASTERBRAND_SEASONAL_INCANSABLES_TAPTAP-DISPLAY-STANDARBANNER_BREAKFASTFORONE","10,000",""
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Colombia","Snapchat - Display-Standard Banner-CO","MCMCO_2020_COL_KELLOGGS_CHOCOKRISPIS_SEASONAL_EXPERIENCIACHOCOKRISPIS_SNAPCHAT-DISPLAY-STANDARDBANNER_FAMILYBREAKFAST","2,033,713","2,033,713"
"0321_KTBO_MediaBuying_MediaPlanTaxonomy_WelcomeRuffles_Pringles","Redmas-BR","KTBO_2021_BRA_KELLOGGS_PRINGLES_SEASONAL_WELCOMERUFFLES_REDMAS_CPM_EVENINGLEISURETIME","1,538,462",""
"0321_KTBO_MediaBuying_MediaPlanTaxonomy_WelcomeRuffles_Pringles","Facebook and Instagram-BR","KTBO_2021_BRA_KELLOGGS_PRINGLES_SEASONAL_WELCOMERUFFLES_FACEBOOK_FACEBOOK_AWARENESS_CPM_EVENINGLEISURETIME","58,769,231","41,580,547"
"0321_KTBO_MediaBuying_MediaPlanTaxonomy_WelcomeRuffles_Pringles","Goblo.com-BR","KTBO_2021_BRA_KELLOGGS_PRINGLES_SEASONAL_WELCOMERUFFLES_GLOBO_CPM_EVENINGLEISURETIME","5,982,906",""
"0321_KTBO_MediaBuying_MediaPlanTaxonomy_WelcomeRuffles_Pringles","Folha de São Paulo-BR","KTBO_2021_BRA_KELLOGGS_PRINGLES_SEASONAL_WELCOMERUFFLES_FSP_CPM_EVENINGLEISURETIME","3,494,316",""
"0321_KTBO_MediaBuying_MediaPlanTaxonomy_WelcomeRuffles_Pringles","Sensacionalista-BR","KTBO_2021_BRA_KELLOGGS_PRINGLES_SEASONAL_WELCOMERUFFLES_SENSACIONALISTA_CPM_EVENINGLEISURETIME","3,040,000",""
"0321_KTBO_MediaBuying_MediaPlanTaxonomy_WelcomeRuffles_Pringles","Sincero Oficial-BR","KTBO_2021_BRA_KELLOGGS_PRINGLES_SEASONAL_WELCOMERUFFLES_MYND8-CPM-SINCERO_EVENINGLEISURETIME","5,961,538",""
"0321_KTBO_MediaBuying_MediaPlanTaxonomy_WelcomeRuffles_Pringles","Gina Indelicada-BR","KTBO_2021_BRA_KELLOGGS_PRINGLES_SEASONAL_WELCOMERUFFLES_MYND8-CPM-GINA_EVENINGLEISURETIME","2,388,060",""
"0321_KTBO_MediaBuying_MediaPlanTaxonomy_WelcomeRuffles_Pringles","Nazaré Amarga-BR","KTBO_2021_BRA_KELLOGGS_PRINGLES_SEASONAL_WELCOMERUFFLES_MYND8-CPM-NAZARÉ_EVENINGLEISURETIME","4,468,085",""
"0321_KTBO_MediaBuying_MediaPlanTaxonomy_WelcomeRuffles_Pringles","Display-BR","KTBO_2021_BRA_KELLOGGS_PRINGLES_SEASONAL_WELCOMERUFFLES_GOOGLE_CPM_EVENINGLEISURETIME","9,230,769","14,747,318"
"0321_KTBO_MediaBuying_MediaPlanTaxonomy_WelcomeRuffles_Pringles","Twitter-BR","KTBO_2021_BRA_KELLOGGS_PRINGLES_SEASONAL_WELCOMERUFFLES_TWITTER_TWITTER_AWARENESS_CPM","1,863,636",""
"2021_ktbo_kube_Adverity_Mediaplan_Abril-Miami","Facebook and Instagram-CL","MCMMIA_2020_CHL_KELLOGGS_MASTERBRAND_SEASONAL_MASTERBRAND_FACEBOOK_FACEBOOKANDINSTAGRAM_VIEWS_CPCV_BREAKFASTFORONE","276,200.27",""
"2021_ktbo_kube_Adverity_Mediaplan_Abril-Miami","Youtube-CL","MCMMIA_2020_CHL_KELLOGGS_MASTERBRAND_SEASONAL_GOOGLE_YOUTUBE_MASTERBRAND_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE","1,960,800.00",""
"2021_ktbo_kube_Adverity_Mediaplan_Abril-Miami","Xaxis Pre-Roll -CL","MCMMIA_2020_CHL_KELLOGGS_MASTERBRAND_SEASONAL_MASTERBRAND_SIZMEK_BREAKFASTFORONE_CPCV-XAXISPRE-ROLL","535,000.00",""
"2021_ktbo_kube_Adverity_Mediaplan_Abril-Miami","Xaxis Dynamic Video-CL","MCMMIA_2020_CHL_KELLOGGS_MASTERBRAND_SEASONAL_MASTERBRAND_SIZMEK_BREAKFASTFORONE_CPM-XAXISDYNAMICVIDEO","715,332",""
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Facebook and Instagram-PA","MCMMIA_2021_PAN_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","2,581,667",""
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Youtube-PA","MCMMIA_2021_PAN_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_GOOGLE_YOUTUBE_BACKTOSCHOOL_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST","450,000.00","765,963.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Xaxis - Video-PA","MCMPR_2021_PAN_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO","418,005.00",""
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Facebook and Instagram-CR","MCMMIA_2021_CRI_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","14,831,667",""
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Youtube-CR","MCMMIA_2021_CRI_KELLOGGS_ZUCARITAS_SEASONAL_GOOGLE_YOUTUBE_PURAGARRA_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST","3,800,000.00","1,687,999.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Xaxis - Video-CR","MCMPR_2021_CRI_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO","3,217,000.00",""
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Audio-PR","MCMPR_2021_PRI_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_365BOWLS_AUDIO_BREAKFASTFORONE_CPM-AUDIO","270,270","279,304"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Facebook and Instagram-GT","MCMMIA_2021_GTM_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","61,243,333",""
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Youtube-GT","MCMMIA_2021_GTM_KELLOGGS_ZUCARITAS_SEASONAL_GOOGLE_YOUTUBE_PURAGARRA_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST","4,900,000.00","444,895.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Xaxis - Video-GT","MCMPR_2021_GTM_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO","4,035,700.00",""
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Facebook and Instagram-SV","MCMMIA_2021_SLV_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","16,298,333",""
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Youtube-SV","MCMMIA_2021_SLV_KELLOGGS_ZUCARITAS_SEASONAL_GOOGLE_YOUTUBE_PURAGARRA_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST","2,562,500.00","231,360.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Xaxis - Video-SV","MCMPR_2021_SLV_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO","2,089,250.00",""
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Facebook and Instagram-GT","MCMMIA_2021_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_ALOGRANDE_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","79,028,333","8,431,655"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Youtube-GT","MCMMIA_2021_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_GOOGLE_YOUTUBE_ALOGRANDE_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST","6,918,750.00","2,109,206.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Xaxis - Video-GT","MCMPR_2021_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_ALOGRANDE_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO","5,842,750.00",""
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Facebook and Instagram-SV","MCMMIA_2021_SLV_KELLOGGS_CHOCOKRISPIS_SEASONAL_ALOGRANDE_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","19,765,000","3,895,527"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Youtube-SV","MCMMIA_2021_SLV_KELLOGGS_CHOCOKRISPIS_SEASONAL_GOOGLE_YOUTUBE_ALOGRANDE_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST","4,164,750.00","1,502,337.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Xaxis - Video-SV","MCMPR_2021_SLV_KELLOGGS_CHOCOKRISPIS_SEASONAL_ALOGRANDE_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO","3,246,750.00",""
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Facebook and Instagram-DO","MCMMIA_2021_DOM_KELLOGGS_FROOTLOOPS_SEASONAL_FROOTLOOPS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","15,460,000",""
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Youtube-DO","MCMMIA_2021_DOM_KELLOGGS_FROOTLOOPS_SEASONAL_GOOGLE_YOUTUBE_FROOTLOOPS_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST","2,681,000.00","5,030,331.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Facebook and Instagram-GT","MCMMIA_2021_GTM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_MEDIUMBOX_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","4,736,667",""
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Xaxis - Video-GT","MCMPR_2021_GTM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_MEDIUMBOX_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO","304,000.00",""
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Facebook and Instagram-CR","MCMMIA_2021_CRI_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_MEDIUMBOX_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","1,920,000",""
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Xaxis - Video-CR","MCMPR_2021_CRI_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_MEDIUMBOX_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO","253,500.00",""
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Facebook and Instagram-SV","MCMMIA_2021_SLV_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_MEDIUMBOX_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","1,403,333",""
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Xaxis - Video-SV","MCMPR_2021_SLV_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_MEDIUMBOX_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO","329,500.00",""
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Facebook and Instagram-GT","MCMMIA_2021_GTM_KELLOGGS_KOMPLETE_SEASONAL_KOMPLETE_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE","47,133,333",""
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Youtube-GT","MCMMIA_2021_GTM_KELLOGGS_KOMPLETE_SEASONAL_GOOGLE_YOUTUBE_KOMPLETE_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE","2,297,750.00","1,850,437.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Xaxis - Video-GT","MCMPR_2021_GTM_KELLOGGS_KOMPLETE_SEASONAL_KOMPLETE_SIZMEK_BREAKFASTFORONE_CPV-XAXIS-VIDEO","934,000.00",""
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Facebook and Instagram-CR","MCMMIA_2021_CRI_KELLOGGS_KOMPLETE_SEASONAL_KOMPLETE_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE","15,346,667",""
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Youtube-CR","MCMMIA_2021_CRI_KELLOGGS_KOMPLETE_SEASONAL_GOOGLE_YOUTUBE_KOMPLETE_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE","1,968,750.00","1,454,807.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Xaxis - Video-CR","MCMPR_2021_CRI_KELLOGGS_KOMPLETE_SEASONAL_KOMPLETE_SIZMEK_BREAKFASTFORONE_CPV-XAXIS-VIDEO","649,000.00",""
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Facebook and Instagram-SV","MCMMIA_2021_SLV_KELLOGGS_KOMPLETE_SEASONAL_KOMPLETE_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE","12,986,667",""
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Youtube-SV","MCMMIA_2021_SLV_KELLOGGS_KOMPLETE_SEASONAL_GOOGLE_YOUTUBE_KOMPLETE_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE","1,279,250.00","875,553.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Xaxis - Video-SV","MCMPR_2021_SLV_KELLOGGS_KOMPLETE_SEASONAL_KOMPLETE_SIZMEK_BREAKFASTFORONE_CPV-XAXIS-VIDEO","534,750.00",""
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Facebook and Instagram-PA","MCMMIA_2021_PAN_KELLOGGS_KOMPLETE_SEASONAL_KOMPLETE_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE","7,533,333",""
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Youtube-PA","MCMMIA_2021_PAN_KELLOGGS_KOMPLETE_SEASONAL_GOOGLE_YOUTUBE_KOMPLETE_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE","1,279,250.00","863,388.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Xaxis - Video-PA","MCMPR_2021_PAN_KELLOGGS_KOMPLETE_SEASONAL_KOMPLETE_SIZMEK_BREAKFASTFORONE_CPV-XAXIS-VIDEO","534,750.00",""
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Facebook and Instagram-GT","MCMMIA_2021_GTM_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE","77,913,333","16,030,599"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Youtube-GT","MCMMIA_2021_GTM_KELLOGGS_MASTERBRAND_SEASONAL_GOOGLE_YOUTUBE_DESPIERTAMUCHOMAS_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE","8,812,500.00","3,722,745.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Xaxis - Video-GT","MCMPR_2021_GTM_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_SIZMEK_BREAKFASTFORONE_CPV-XAXIS-VIDEO","2,964,000.00",""
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Facebook and Instagram-CR","MCMMIA_2021_CRI_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE","20,986,667","4,654,256"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Youtube-CR","MCMMIA_2021_CRI_KELLOGGS_MASTERBRAND_SEASONAL_GOOGLE_YOUTUBE_DESPIERTAMUCHOMAS_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE","2,475,000.00","1,197,806.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Xaxis - Video-CR","MCMPR_2021_CRI_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_SIZMEK_BREAKFASTFORONE_CPV-XAXIS-VIDEO","1,317,750.00",""
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Facebook and Instagram-SV","MCMMIA_2021_SLV_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE","25,876,667","7,426,644"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Youtube-SV","MCMMIA_2021_SLV_KELLOGGS_MASTERBRAND_SEASONAL_GOOGLE_YOUTUBE_DESPIERTAMUCHOMAS_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE","3,450,000.00","1,796,055.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Xaxis - Video-SV","MCMPR_2021_SLV_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_SIZMEK_BREAKFASTFORONE_CPV-XAXIS-VIDEO","1,317,750.00",""
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Facebook and Instagram-PA","MCMMIA_2021_PAN_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE","15,850,000","486,694"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Youtube-PA","MCMMIA_2021_PAN_KELLOGGS_MASTERBRAND_SEASONAL_GOOGLE_YOUTUBE_DESPIERTAMUCHOMAS_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE","1,687,500.00","299,864.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Xaxis - Video-PA","MCMPR_2021_PAN_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_SIZMEK_BREAKFASTFORONE_CPV-XAXIS-VIDEO","1,026,000.00",""
